,year,doy,species,latitude,site_id,species_actual,phenophase
17400,2011,200,Malus,49.3333,1207,domestica 'early cultivar',516
17401,2012,199,Malus,49.3333,1207,domestica 'early cultivar',516
17402,2013,214,Malus,49.3333,1207,domestica 'early cultivar',516
17403,2014,194,Malus,49.3333,1207,domestica 'early cultivar',516
17404,2015,207,Malus,49.3333,1207,domestica 'early cultivar',516
17607,2010,202,Malus,47.7833,1215,domestica 'early cultivar',516
17608,2011,201,Malus,47.7833,1215,domestica 'early cultivar',516
17609,2012,199,Malus,47.7833,1215,domestica 'early cultivar',516
17610,2013,205,Malus,47.7833,1215,domestica 'early cultivar',516
17692,2010,218,Malus,49.3167,1217,domestica 'early cultivar',516
17693,2012,208,Malus,49.3167,1217,domestica 'early cultivar',516
17694,2014,209,Malus,49.3167,1217,domestica 'early cultivar',516
17695,2015,224,Malus,49.3167,1217,domestica 'early cultivar',516
18159,2010,210,Malus,48.2833,1237,domestica 'early cultivar',516
18160,2011,205,Malus,48.2833,1237,domestica 'early cultivar',516
18161,2014,201,Malus,48.2833,1237,domestica 'early cultivar',516
18162,2015,209,Malus,48.2833,1237,domestica 'early cultivar',516
18209,2011,206,Malus,47.8833,1238,domestica 'early cultivar',516
18210,2012,216,Malus,47.8833,1238,domestica 'early cultivar',516
18211,2013,224,Malus,47.8833,1238,domestica 'early cultivar',516
18212,2014,203,Malus,47.8833,1238,domestica 'early cultivar',516
18257,2010,222,Malus,49.1,1239,domestica 'early cultivar',516
18258,2011,194,Malus,49.1,1239,domestica 'early cultivar',516
18259,2012,216,Malus,49.1,1239,domestica 'early cultivar',516
18260,2013,234,Malus,49.1,1239,domestica 'early cultivar',516
18261,2014,219,Malus,49.1,1239,domestica 'early cultivar',516
18262,2015,206,Malus,49.1,1239,domestica 'early cultivar',516
18427,2011,196,Malus,48.6833,1246,domestica 'early cultivar',516
18428,2014,240,Malus,48.6833,1246,domestica 'early cultivar',516
18485,2010,213,Malus,49.15,1248,domestica 'early cultivar',516
18486,2011,199,Malus,49.15,1248,domestica 'early cultivar',516
18487,2012,202,Malus,49.15,1248,domestica 'early cultivar',516
18488,2013,220,Malus,49.15,1248,domestica 'early cultivar',516
18489,2014,199,Malus,49.15,1248,domestica 'early cultivar',516
18490,2015,199,Malus,49.15,1248,domestica 'early cultivar',516
18648,2010,242,Malus,49.8667,1255,domestica 'early cultivar',516
18649,2011,233,Malus,49.8667,1255,domestica 'early cultivar',516
18650,2012,232,Malus,49.8667,1255,domestica 'early cultivar',516
18651,2013,206,Malus,49.8667,1255,domestica 'early cultivar',516
18652,2014,232,Malus,49.8667,1255,domestica 'early cultivar',516
18653,2015,234,Malus,49.8667,1255,domestica 'early cultivar',516
18773,2013,244,Malus,52.2333,1264,domestica 'early cultivar',516
18774,2014,236,Malus,52.2333,1264,domestica 'early cultivar',516
18775,2015,238,Malus,52.2333,1264,domestica 'early cultivar',516
18822,2010,212,Malus,53.15,1265,domestica 'early cultivar',516
18823,2011,189,Malus,53.15,1265,domestica 'early cultivar',516
18824,2012,202,Malus,53.15,1265,domestica 'early cultivar',516
18825,2013,213,Malus,53.15,1265,domestica 'early cultivar',516
18826,2014,196,Malus,53.15,1265,domestica 'early cultivar',516
18827,2015,215,Malus,53.15,1265,domestica 'early cultivar',516
18873,2011,236,Malus,52.15,1268,domestica 'early cultivar',516
18874,2013,241,Malus,52.15,1268,domestica 'early cultivar',516
18952,2010,255,Malus,51.45,1270,domestica 'early cultivar',516
18953,2011,260,Malus,51.45,1270,domestica 'early cultivar',516
18954,2012,227,Malus,51.45,1270,domestica 'early cultivar',516
18955,2013,253,Malus,51.45,1270,domestica 'early cultivar',516
18956,2014,218,Malus,51.45,1270,domestica 'early cultivar',516
18957,2015,237,Malus,51.45,1270,domestica 'early cultivar',516
19089,2010,226,Malus,50.3167,1276,domestica 'early cultivar',516
19090,2011,218,Malus,50.3167,1276,domestica 'early cultivar',516
19091,2012,207,Malus,50.3167,1276,domestica 'early cultivar',516
19092,2013,214,Malus,50.3167,1276,domestica 'early cultivar',516
19093,2014,216,Malus,50.3167,1276,domestica 'early cultivar',516
19094,2015,229,Malus,50.3167,1276,domestica 'early cultivar',516
19267,2010,217,Malus,52.4333,1282,domestica 'early cultivar',516
19268,2012,203,Malus,52.4333,1282,domestica 'early cultivar',516
19269,2013,215,Malus,52.4333,1282,domestica 'early cultivar',516
19270,2014,194,Malus,52.4333,1282,domestica 'early cultivar',516
19271,2015,202,Malus,52.4333,1282,domestica 'early cultivar',516
19320,2010,224,Malus,52.8333,1284,domestica 'early cultivar',516
19321,2011,212,Malus,52.8333,1284,domestica 'early cultivar',516
19322,2012,210,Malus,52.8333,1284,domestica 'early cultivar',516
19323,2013,203,Malus,52.8333,1284,domestica 'early cultivar',516
19324,2014,199,Malus,52.8333,1284,domestica 'early cultivar',516
19325,2015,203,Malus,52.8333,1284,domestica 'early cultivar',516
19392,2010,209,Malus,49.3833,1287,domestica 'early cultivar',516
19393,2011,195,Malus,49.3833,1287,domestica 'early cultivar',516
19394,2012,203,Malus,49.3833,1287,domestica 'early cultivar',516
19395,2013,213,Malus,49.3833,1287,domestica 'early cultivar',516
19478,2010,224,Malus,49.2667,1291,domestica 'early cultivar',516
19479,2011,220,Malus,49.2667,1291,domestica 'early cultivar',516
19480,2012,222,Malus,49.2667,1291,domestica 'early cultivar',516
19481,2013,224,Malus,49.2667,1291,domestica 'early cultivar',516
19482,2014,218,Malus,49.2667,1291,domestica 'early cultivar',516
19483,2015,216,Malus,49.2667,1291,domestica 'early cultivar',516
19705,2014,207,Malus,53.25,1298,domestica 'early cultivar',516
19915,2010,221,Malus,47.5333,1307,domestica 'early cultivar',516
19916,2011,222,Malus,47.5333,1307,domestica 'early cultivar',516
19963,2010,229,Malus,49.8333,1308,domestica 'early cultivar',516
19964,2011,219,Malus,49.8333,1308,domestica 'early cultivar',516
19965,2012,212,Malus,49.8333,1308,domestica 'early cultivar',516
19966,2013,227,Malus,49.8333,1308,domestica 'early cultivar',516
19967,2014,211,Malus,49.8333,1308,domestica 'early cultivar',516
19968,2015,218,Malus,49.8333,1308,domestica 'early cultivar',516
20020,2010,231,Malus,51.25,1309,domestica 'early cultivar',516
20021,2011,217,Malus,51.25,1309,domestica 'early cultivar',516
20022,2012,216,Malus,51.25,1309,domestica 'early cultivar',516
20023,2013,225,Malus,51.25,1309,domestica 'early cultivar',516
20024,2014,215,Malus,51.25,1309,domestica 'early cultivar',516
20025,2015,224,Malus,51.25,1309,domestica 'early cultivar',516
20092,2010,210,Malus,47.8167,1311,domestica 'early cultivar',516
20093,2011,210,Malus,47.8167,1311,domestica 'early cultivar',516
20094,2012,213,Malus,47.8167,1311,domestica 'early cultivar',516
20254,2011,232,Malus,53.5,1322,domestica 'early cultivar',516
20255,2014,230,Malus,53.5,1322,domestica 'early cultivar',516
20312,2010,221,Malus,54.1,1323,domestica 'early cultivar',516
20313,2011,208,Malus,54.1,1323,domestica 'early cultivar',516
20314,2012,223,Malus,54.1,1323,domestica 'early cultivar',516
20315,2013,223,Malus,54.1,1323,domestica 'early cultivar',516
20316,2014,204,Malus,54.1,1323,domestica 'early cultivar',516
20317,2015,215,Malus,54.1,1323,domestica 'early cultivar',516
20346,2010,201,Malus,54.0833,1324,domestica 'early cultivar',516
20347,2011,207,Malus,54.0833,1324,domestica 'early cultivar',516
20348,2012,218,Malus,54.0833,1324,domestica 'early cultivar',516
20349,2013,222,Malus,54.0833,1324,domestica 'early cultivar',516
20350,2014,197,Malus,54.0833,1324,domestica 'early cultivar',516
20351,2015,218,Malus,54.0833,1324,domestica 'early cultivar',516
20377,2011,240,Malus,54.35,1325,domestica 'early cultivar',516
20378,2013,255,Malus,54.35,1325,domestica 'early cultivar',516
20379,2014,228,Malus,54.35,1325,domestica 'early cultivar',516
20380,2015,255,Malus,54.35,1325,domestica 'early cultivar',516
20398,2011,188,Malus,51.3833,1326,domestica 'early cultivar',516
20399,2012,202,Malus,51.3833,1326,domestica 'early cultivar',516
20400,2013,224,Malus,51.3833,1326,domestica 'early cultivar',516
20401,2014,195,Malus,51.3833,1326,domestica 'early cultivar',516
20474,2010,222,Malus,52.5,1328,domestica 'early cultivar',516
20475,2011,208,Malus,52.5,1328,domestica 'early cultivar',516
20476,2012,216,Malus,52.5,1328,domestica 'early cultivar',516
20477,2013,233,Malus,52.5,1328,domestica 'early cultivar',516
20478,2014,220,Malus,52.5,1328,domestica 'early cultivar',516
20612,2010,219,Malus,50.3667,1335,domestica 'early cultivar',516
20613,2011,215,Malus,50.3667,1335,domestica 'early cultivar',516
20614,2012,209,Malus,50.3667,1335,domestica 'early cultivar',516
20615,2013,221,Malus,50.3667,1335,domestica 'early cultivar',516
20660,2010,222,Malus,49.95,1337,domestica 'early cultivar',516
20795,2013,221,Malus,50.3,1342,domestica 'early cultivar',516
20796,2015,217,Malus,50.3,1342,domestica 'early cultivar',516
21077,2010,245,Malus,47.7167,1356,domestica 'early cultivar',516
21078,2011,208,Malus,47.7167,1356,domestica 'early cultivar',516
21079,2012,211,Malus,47.7167,1356,domestica 'early cultivar',516
21080,2013,225,Malus,47.7167,1356,domestica 'early cultivar',516
21081,2014,208,Malus,47.7167,1356,domestica 'early cultivar',516
21082,2015,226,Malus,47.7167,1356,domestica 'early cultivar',516
21136,2010,221,Malus,49.5333,1357,domestica 'early cultivar',516
21137,2011,216,Malus,49.5333,1357,domestica 'early cultivar',516
21138,2012,212,Malus,49.5333,1357,domestica 'early cultivar',516
21139,2014,210,Malus,49.5333,1357,domestica 'early cultivar',516
21158,2013,238,Malus,54.5167,1358,domestica 'early cultivar',516
21159,2014,230,Malus,54.5167,1358,domestica 'early cultivar',516
21160,2015,233,Malus,54.5167,1358,domestica 'early cultivar',516
21472,2011,221,Malus,54.5,1373,domestica 'early cultivar',516
21581,2010,215,Malus,50.6333,1379,domestica 'early cultivar',516
21582,2011,213,Malus,50.6333,1379,domestica 'early cultivar',516
21583,2012,214,Malus,50.6333,1379,domestica 'early cultivar',516
21584,2013,216,Malus,50.6333,1379,domestica 'early cultivar',516
21585,2014,212,Malus,50.6333,1379,domestica 'early cultivar',516
21586,2015,211,Malus,50.6333,1379,domestica 'early cultivar',516
21641,2011,222,Malus,48.45,1381,domestica 'early cultivar',516
21642,2013,220,Malus,48.45,1381,domestica 'early cultivar',516
21643,2014,217,Malus,48.45,1381,domestica 'early cultivar',516
21644,2015,214,Malus,48.45,1381,domestica 'early cultivar',516
21865,2010,219,Malus,48.5,1392,domestica 'early cultivar',516
21866,2011,199,Malus,48.5,1392,domestica 'early cultivar',516
21867,2012,207,Malus,48.5,1392,domestica 'early cultivar',516
21868,2013,225,Malus,48.5,1392,domestica 'early cultivar',516
21869,2014,204,Malus,48.5,1392,domestica 'early cultivar',516
21870,2015,207,Malus,48.5,1392,domestica 'early cultivar',516
22099,2010,219,Malus,49.9167,1403,domestica 'early cultivar',516
22100,2011,229,Malus,49.9167,1403,domestica 'early cultivar',516
22101,2012,214,Malus,49.9167,1403,domestica 'early cultivar',516
22102,2013,228,Malus,49.9167,1403,domestica 'early cultivar',516
22103,2014,234,Malus,49.9167,1403,domestica 'early cultivar',516
22104,2015,218,Malus,49.9167,1403,domestica 'early cultivar',516
22501,2010,217,Malus,51.9,1424,domestica 'early cultivar',516
22583,2010,216,Malus,53.7167,1427,domestica 'early cultivar',516
22584,2011,209,Malus,53.7167,1427,domestica 'early cultivar',516
22585,2012,207,Malus,53.7167,1427,domestica 'early cultivar',516
22586,2013,215,Malus,53.7167,1427,domestica 'early cultivar',516
22587,2014,200,Malus,53.7167,1427,domestica 'early cultivar',516
22588,2015,204,Malus,53.7167,1427,domestica 'early cultivar',516
22636,2010,207,Malus,49.4,1429,domestica 'early cultivar',516
22637,2011,205,Malus,49.4,1429,domestica 'early cultivar',516
22638,2012,205,Malus,49.4,1429,domestica 'early cultivar',516
22639,2013,218,Malus,49.4,1429,domestica 'early cultivar',516
22640,2014,205,Malus,49.4,1429,domestica 'early cultivar',516
22641,2015,216,Malus,49.4,1429,domestica 'early cultivar',516
22702,2010,235,Malus,50.9167,1434,domestica 'early cultivar',516
22703,2011,220,Malus,50.9167,1434,domestica 'early cultivar',516
22704,2012,217,Malus,50.9167,1434,domestica 'early cultivar',516
22705,2013,264,Malus,50.9167,1434,domestica 'early cultivar',516
22706,2014,244,Malus,50.9167,1434,domestica 'early cultivar',516
22707,2015,227,Malus,50.9167,1434,domestica 'early cultivar',516
22833,2010,220,Malus,50.0,1439,domestica 'early cultivar',516
22834,2011,209,Malus,50.0,1439,domestica 'early cultivar',516
22835,2012,207,Malus,50.0,1439,domestica 'early cultivar',516
22836,2013,234,Malus,50.0,1439,domestica 'early cultivar',516
22837,2014,210,Malus,50.0,1439,domestica 'early cultivar',516
22891,2010,212,Malus,50.1167,1440,domestica 'early cultivar',516
22892,2011,209,Malus,50.1167,1440,domestica 'early cultivar',516
22893,2012,207,Malus,50.1167,1440,domestica 'early cultivar',516
22894,2013,220,Malus,50.1167,1440,domestica 'early cultivar',516
22895,2014,214,Malus,50.1167,1440,domestica 'early cultivar',516
22896,2015,208,Malus,50.1167,1440,domestica 'early cultivar',516
23056,2010,218,Malus,49.9333,1448,domestica 'early cultivar',516
23057,2011,220,Malus,49.9333,1448,domestica 'early cultivar',516
23058,2012,218,Malus,49.9333,1448,domestica 'early cultivar',516
23117,2010,235,Malus,48.05,1450,domestica 'early cultivar',516
23118,2012,232,Malus,48.05,1450,domestica 'early cultivar',516
23171,2010,213,Malus,49.1333,1452,domestica 'early cultivar',516
23172,2011,211,Malus,49.1333,1452,domestica 'early cultivar',516
23173,2012,206,Malus,49.1333,1452,domestica 'early cultivar',516
23174,2013,221,Malus,49.1333,1452,domestica 'early cultivar',516
23175,2014,211,Malus,49.1333,1452,domestica 'early cultivar',516
23176,2015,213,Malus,49.1333,1452,domestica 'early cultivar',516
23270,2010,217,Malus,50.1,1455,domestica 'early cultivar',516
23271,2011,208,Malus,50.1,1455,domestica 'early cultivar',516
23272,2012,207,Malus,50.1,1455,domestica 'early cultivar',516
23273,2013,215,Malus,50.1,1455,domestica 'early cultivar',516
23274,2014,211,Malus,50.1,1455,domestica 'early cultivar',516
23275,2015,213,Malus,50.1,1455,domestica 'early cultivar',516
23490,2010,204,Malus,49.85,1463,domestica 'early cultivar',516
23491,2011,193,Malus,49.85,1463,domestica 'early cultivar',516
23492,2012,209,Malus,49.85,1463,domestica 'early cultivar',516
23493,2013,222,Malus,49.85,1463,domestica 'early cultivar',516
23494,2014,211,Malus,49.85,1463,domestica 'early cultivar',516
23495,2015,209,Malus,49.85,1463,domestica 'early cultivar',516
24054,2010,212,Malus,49.0833,1492,domestica 'early cultivar',516
24055,2011,215,Malus,49.0833,1492,domestica 'early cultivar',516
24056,2012,204,Malus,49.0833,1492,domestica 'early cultivar',516
24057,2013,230,Malus,49.0833,1492,domestica 'early cultivar',516
24058,2014,225,Malus,49.0833,1492,domestica 'early cultivar',516
24059,2015,219,Malus,49.0833,1492,domestica 'early cultivar',516
24194,2010,228,Malus,48.75,1498,domestica 'early cultivar',516
24195,2011,207,Malus,48.75,1498,domestica 'early cultivar',516
24196,2012,206,Malus,48.75,1498,domestica 'early cultivar',516
24197,2013,213,Malus,48.75,1498,domestica 'early cultivar',516
24198,2014,209,Malus,48.75,1498,domestica 'early cultivar',516
24199,2015,205,Malus,48.75,1498,domestica 'early cultivar',516
24501,2010,226,Malus,53.8167,1509,domestica 'early cultivar',516
24502,2011,214,Malus,53.8167,1509,domestica 'early cultivar',516
24503,2012,222,Malus,53.8167,1509,domestica 'early cultivar',516
24504,2013,234,Malus,53.8167,1509,domestica 'early cultivar',516
24505,2014,212,Malus,53.8167,1509,domestica 'early cultivar',516
24506,2015,223,Malus,53.8167,1509,domestica 'early cultivar',516
24553,2010,216,Malus,54.5167,1510,domestica 'early cultivar',516
24554,2011,228,Malus,54.5167,1510,domestica 'early cultivar',516
24555,2012,234,Malus,54.5167,1510,domestica 'early cultivar',516
24556,2013,217,Malus,54.5167,1510,domestica 'early cultivar',516
24557,2014,224,Malus,54.5167,1510,domestica 'early cultivar',516
24558,2015,206,Malus,54.5167,1510,domestica 'early cultivar',516
24741,2010,205,Malus,49.6667,1520,domestica 'early cultivar',516
24742,2011,186,Malus,49.6667,1520,domestica 'early cultivar',516
24743,2012,197,Malus,49.6667,1520,domestica 'early cultivar',516
24744,2013,209,Malus,49.6667,1520,domestica 'early cultivar',516
24745,2014,187,Malus,49.6667,1520,domestica 'early cultivar',516
24746,2015,191,Malus,49.6667,1520,domestica 'early cultivar',516
24871,2011,242,Malus,51.4333,1525,domestica 'early cultivar',516
24872,2013,224,Malus,51.4333,1525,domestica 'early cultivar',516
24873,2014,216,Malus,51.4333,1525,domestica 'early cultivar',516
25031,2010,202,Malus,49.6333,1530,domestica 'early cultivar',516
25032,2011,211,Malus,49.6333,1530,domestica 'early cultivar',516
25033,2012,206,Malus,49.6333,1530,domestica 'early cultivar',516
25034,2013,220,Malus,49.6333,1530,domestica 'early cultivar',516
25035,2014,209,Malus,49.6333,1530,domestica 'early cultivar',516
25173,2011,183,Malus,49.4,1534,domestica 'early cultivar',516
25174,2013,230,Malus,49.4,1534,domestica 'early cultivar',516
25175,2014,229,Malus,49.4,1534,domestica 'early cultivar',516
25176,2015,222,Malus,49.4,1534,domestica 'early cultivar',516
25187,2011,207,Malus,48.7667,1535,domestica 'early cultivar',516
25411,2010,208,Malus,48.7167,1549,domestica 'early cultivar',516
25412,2011,196,Malus,48.7167,1549,domestica 'early cultivar',516
25413,2012,204,Malus,48.7167,1549,domestica 'early cultivar',516
25414,2013,211,Malus,48.7167,1549,domestica 'early cultivar',516
