type_id,count,taxonomic_rank,taxonomic_rank_name,en_name,scientific_name,scientific_synonyms
1104,6,8,species,Weeping fig,Ficus benjamina,
1530,6,5,family,Poppy,Papaveraceae,
4804,6,8,species,Navelwort,Umbilicus rupestris,
1110,6,6,genus,Callistemon bottlebrush,Callistemon,
3363,6,9,subspecies,Ettinger avocado,Persea americana 'Ettinger',
177,6,6,genus,Toothwort,Lathraea,
558,6,8,species,Darrow's blueberry,Vaccinium darrowii,
6176,6,9,subspecies,Grapefruit,Citrus x paradisi 'Marsh',Citrus x paradisi 'White Marsh'
5197,5,8,species,Canada buffaloberry,Shepherdia canadensis,
1000,5,8,species,Chinese holly,Ilex cornuta,
1012,5,8,species,Japanese cherry,Prunus serrulata,
2027,5,6,genus,Abelmoschus,Abelmoschus,
3311,5,9,subspecies,Sweet Sixteen apple,Malus pumila 'Sweet Sixteen',
3312,5,9,subspecies,Stella cherry,Prunus avium 'Stella',
2402,5,8,species,Pitch pine,Pinus rigida,
317,5,8,species,Coulter pine,Pinus coulteri,
4388,5,9,subspecies,White mulberry,Morus alba 'Pendula',
1176,5,8,species,Southern crabapple,Malus angustifolia,
597,5,8,species,Smallflower bird's-foot trefoil,Lotus parviflorus,Lotus hispidus
3406,5,0,polyphyletic,Pitaya,Cactaceae,
447,5,7,multispecies,Yam,Dioscorea,
986,5,8,species,Red bay,Persea borbonia,
1098,5,6,genus,Buckthorn,Rhamnus,
3071,5,8,species,Dogbane,Apocynum cannabinum,
2585,5,8,species,Japanese andromeda,Pieris japonica,
952,5,8,species,Florida maple,Acer floridanum,Acer barbatum
982,5,8,species,Texas madrone,Arbutus xalapensis,
4551,5,9,subspecies,European pear,Pyrus communis 'Beurre Giffard',
3326,5,9,subspecies,White Winter Pearmain apple,Malus pumila 'White Winter Pearmain',"Malus pumila 'White Pearmain', Malus pumila 'Cambellite'"
3461,5,9,subspecies,English yew,Taxus baccata 'Dovastonii Aurea',
2286,5,8,species,Bladder-senna,Colutea arborescens,
2677,5,8,species,Northern mountain ash,Sorbus decora,
5211,5,9,subspecies,Victoria plum,Prunus domestica 'Victoria',
502,5,8,species,Sourwood,Oxydendrum arboreum,
1873,5,9,subspecies,Opal plum,Prunus domestica 'Opal',
969,5,8,species,Shumard oak,Quercus shumardii,
740,5,8,species,Yellow mombin,Spondias mombin,Spondias lutea
3510,5,9,subspecies,Sweet cherry,Prunus avium 'Bigarreau Hâtif Burlat',
5212,5,9,subspecies,Avalon plum,Prunus domestica 'Avalon',
559,5,8,species,Overcup oak,Quercus lyrata,
3690,5,9,subspecies,Weeping willow,Salix babylonica 'Crispa',
1180,5,8,species,Pacific dogwood,Cornus nuttallii,
2323,5,9,subspecies,Gambel oak,Quercus gambelii,
5283,5,8,species,Peruvian apple cactus,Cereus repandus,Cereus peruvianus
970,5,8,species,Scarlet oak,Quercus coccinea,
1807,5,8,species,Star magnolia,Magnolia stellata,
4523,5,9,subspecies,Apricot,Prunus armeniaca 'Polonais',
2247,5,8,species,Strawberry groundcherry,Physalis pruinosa,
2217,5,8,species,Pavement mushroom,Agaricus bitorquis,
718,5,8,species,Azarole hawthorn,Crataegus azarolus,
4690,5,6,genus,Aster,Aster,
1806,5,8,species,Saucer magnolia,Magnolia x soulangeana,
6304,5,8,species,common screwpine,Pandanus utilis,
4654,5,9,subspecies,Loquat,Eriobotrya japonica 'Oliver',
1387,5,8,species,Citron,Citrus medica,
239,5,8,species,Silver linden,Tilia tomentosa,
4468,5,9,subspecies,Sweet cherry,Prunus avium 'Bigarreau Burlat',
5735,5,9,subspecies,Starfruit,Averrhoa carambola 'Sri Kembangen',
25,5,9,subspecies,Buddha's hand,Citrus medica var. sarcodactyli,
6194,5,6,genus,,Fuchsia,
5568,5,9,subspecies,Shiso,Perilla frutescens var. crispa,
3320,5,9,subspecies,Apple,Malus pumila 'Ashmead's Kernel',
2672,5,8,species,European hop-hornbeam,Ostrya carpinifolia,
2335,5,8,species,Wayfaring tree,Viburnum lantana,
332,5,8,species,Common myrtle,Myrtus communis,
4500,5,9,subspecies,European plum,Prunus domestica 'Mirabelle de Nancy',
1147,5,8,species,African tulip tree,Spathodea campanulata,
1471,5,8,species,European dewberry,Rubus caesius,
1788,5,9,subspecies,Hicks yew,Taxus x media 'hicksii',Taxus media var. hicksii
1511,5,8,species,Salad burnet,Sanguisorba minor,
474,5,8,species,Pigeon pea,Cajanus cajan,
4637,5,9,subspecies,Starfruit,Averrhoa carambola 'Fwang Tung',
4634,5,9,subspecies,Common fig,Ficus carica 'Desert King',
730,5,6,genus,Lady's mantle,Alchemilla,
5280,5,9,subspecies,Sour cherry,Prunus cerasus 'Mesabi',
864,5,6,genus,Pandan,Pandanus,
4253,5,8,species,Missouri gooseberry,Ribes missouriense,
4786,5,8,species,Kawakawa,Piper excelsum,
5312,5,9,subspecies,Fuji apple,Malus pumila 'Fuji',Malus pumila 'Red Delicious' x Malus pumila 'Ralls Janet'
2222,5,8,species,Wood blewit,Clitocybe nuda,"Lepista nuda, Tricholoma nudum"
931,5,8,species,Ginger,Zingiber officinale,
551,5,8,species,Mandarin-lime,Citrus x limonia,"Citrus limonum, Citrus taitensis"
699,5,8,species,Common pineapple,Ananas comosus,
930,5,8,species,Spinach,Spinacia oleracea,
2493,5,8,species,Creeping juniper,Juniperus horizontalis,
4205,4,9,subspecies,Apple,Malus pumila 'Frostbite',
1282,4,8,species,Alligator juniper,Juniperus deppeana,
400,4,8,species,Date-plum,Diospyros lotus,
826,4,0,polyphyletic,Locust tree,Fabaceae,
1018,4,8,species,Cootamundra wattle,Acacia baileyana,
1603,4,9,subspecies,Black peppermint,Mentha x piperita f. vulgaris,
1777,4,8,species,Bath asparagus,Ornithogalum pyrenaicum,
1241,4,8,species,Screwbean mesquite,Prosopis pubescens,
306,4,8,species,Netleaf hackberry,Celtis reticulata,
1778,4,8,species,Golden bamboo,Phyllostachys aurea,
1142,4,8,species,White birch,Betula pubescens,
1801,4,8,species,Chinese juniper,Juniperus chinensis,
7275,4,8,species,spotted wintergreen,Chimaphila maculata,
355,4,8,species,Blackhaw,Viburnum prunifolium,
1224,4,8,species,Velvet mesquite,Prosopis velutina,
1464,4,8,species,Hog-peanut,Amphicarpaea bracteata,
1432,4,8,species,White lettuce,Nabalus albus,
1320,4,8,species,Mexican giant cardon,Pachycereus pringlei,
1448,4,8,species,Za'atar,Origanum syriacum,Majorana syriaca
1474,4,5,family,Mustard,Brassicaceae,
2065,4,8,species,Custard apple,Annona reticulata,
1536,4,5,family,Laurel,Lauraceae,
1151,4,8,species,Red willow,Salix laevigata,
664,4,6,genus,Holly,Ilex,
83,4,7,multispecies,Manzanita,Arctostaphylos,
1060,4,8,species,Northern swamp dogwood,Cornus racemosa,
947,4,8,species,Texas red oak,Quercus buckleyi,
1139,4,7,multispecies,Bearberry,Arctostaphylos,
270,4,8,species,Japanese flowering crabapple,Malus floribunda,
1936,4,9,subspecies,Chocolate mint,Mentha x piperita 'Chocolate',
860,4,5,family,Sedge,Cyperaceae,
521,4,8,species,Rambutan,Nephelium lappaceum,
2112,4,8,species,Evergreen dogwood,Cornus capitata,
2148,4,8,species,Inkberry,Ilex glabra,
2252,4,6,genus,Sweet pea,Lathyrus,
2092,4,8,species,Tea plant,Camellia sinensis,
3323,4,9,subspecies,Green Sweet apple,Malus pumila 'Green Sweet',
2465,4,8,species,Common box,Buxus sempervirens,
2512,4,8,species,Common ninebark,Physocarpus opulifolius,
2515,4,8,species,Shrubby cinquefoil,Dasiphora fruticosa,"Potentilla fruticosa, Pentaphylloides fruticosa"
2609,4,8,species,Mediterranean cypress,Cupressus sempervirens,
2657,4,8,species,Italian maple,Acer opalus,
304,4,8,species,Japanese camellia,Camellia japonica,
3118,4,8,species,Tarragon,Artemisia dracunculus,
1245,4,8,species,Christ's thorn jujube,Ziziphus spina-christi,Rhamnus spina-christi
2829,4,8,species,Hopniss,Apios americana,
1191,4,8,species,Aloe yucca,Yucca aloifolia,
3331,4,9,subspecies,Seckel pear,Pyrus communis 'Seckel',
3316,4,9,subspecies,Blenheim apricot,Prunus armeniaca 'Blenheim',
3421,4,9,subspecies,English oak,Quercus robur 'Fastigiata',
3394,4,9,subspecies,Ubá mango,Mangifera indica 'Ubá',
3328,4,9,subspecies,Gearge IV peach,Prunus persica 'George IV',
766,4,8,species,Black poplar,Populus nigra,
3416,4,9,subspecies,Common horse-chestnut,Aesculus hippocastanum 'Baumannii',
3509,4,9,subspecies,Accolade flowering cherry,Prunus subhirtella 'Accolade',
3708,4,9,subspecies,American linden,Tilia americana 'Nova',
3728,4,9,subspecies,Hollywood plum,Prunus cerasifera 'Hollywood',Prunus cerasifera 'Trailblazer'
4122,4,8,species,Himalayan Balsam,Impatiens glandulifera,
3888,4,6,genus,Camas,Camassia,
2019,4,8,species,Grand fir,Abies grandis,
4120,4,9,subspecies,Clapp's Favourite pear,Pyrus communis 'Clapp's Favourite',
2220,4,8,species,Pacific oyster,Crassostrea gigas,
2239,4,8,species,Cacao tree,Theobroma cacao,
2456,4,8,species,Lemongrass,Cymbopogon citratus,
2994,4,8,species,Ambarella,Spondias dulcis,Spondias cytherea
462,4,8,species,Chocolate persimmon,Diospyros digyna,
555,4,8,species,Lamb's ear,Stachys byzantina,"Stachys lanata, Stachys olympica"
892,4,8,species,Anise hyssop,Agastache foeniculum,Agastache anethiodora
4912,4,8,species,Bitter melon,Momordica charantia,
5076,4,8,species,Algerian oak,Quercus canariensis,
4211,4,9,subspecies,European plum,Prunus domestica 'Mount Royal',
4474,4,9,subspecies,Quince,Cydonia oblonga 'Angers',
4509,4,9,subspecies,Persian walnut,Juglans regia 'Franquette',
4525,4,9,subspecies,European plum,Prunus domestica 'Cul de Poulet',
4555,4,9,subspecies,European plum,Prunus domestica 'Quetsche',
4591,4,9,subspecies,Bitter almond,Prunus amygdalus var. amara,
5163,4,9,subspecies,Reliance peach,Prunus persica 'Reliance',
4432,4,9,subspecies,Northern red oak,Quercus rubra 'Columnaris',
4632,4,9,subspecies,Avocado,Persea americana 'Brogdon',
4765,4,9,subspecies,Peach,Prunus persica 'La Feliciana',
5349,4,9,subspecies,Ussurian pear,Pyrus ussuriensis 'Golden Spice',
5345,4,9,subspecies,Dolgo crabapple,Malus x 'Dolgo',
5328,4,8,species,common bracken,Pteridium aquilinum,
5222,4,8,species,Virginia spiderwort,Tradescantia virginiana,
5391,4,8,species,Turk's cap,Malvaviscus arboreus,
6111,4,9,subspecies,Pear,Pyrus communis 'Onward',
6128,4,8,species,Indian jujube,Ziziphus mauritiana,
6055,4,8,species,chocolate vine,Akebia quinata,
6116,4,8,species,kangaroo apple,Solanum aviculare,
6151,4,9,subspecies,Celeste fig,Ficus carica 'Celeste',
6221,4,9,subspecies,Apple,Malus pumila 'Api Rouge sur Franc',
6258,4,8,species,chaga,Inonotus obliquus,
566,4,8,species,Loganberry,Rubus x loganobaccus,
7712,4,8,species,sheep sorrel,Rumex acetosella,
5548,4,8,species,Daffodil,Narcissus pseudonarcissus,
549,3,8,species,Oriental raisin tree,Hovenia dulcis,
2976,3,6,genus,Pineapple,Ananas,
1129,3,8,species,Chinese pistache,Pistacia chinensis,
867,3,8,species,Muruci,Byrsonima crassifolia,
785,3,8,species,The prince,Agaricus augustus,
1134,3,8,species,Coast teatree,Leptospermum laevigatum,
1097,3,6,genus,Bayberry,Myrica,
561,3,8,species,Cherimoya,Annona cherimola,
2492,3,8,species,Bigleaf hydrangea,Hydrangea macrophylla,
2053,3,8,species,African baobab,Adansonia digitata,
2504,3,8,species,Tatarian honeysuckle,Lonicera tatarica,
960,3,8,species,Evergreen sumac,Rhus virens,
3035,3,8,species,Genipapo,Genipa americana,
1286,3,8,species,Sonoran sea grape,Coccoloba goldmanii,
2288,3,8,species,European smoketree,Cotinus coggygria,Rhus cotinus
398,3,8,species,Whiteleaf manzanita,Arctostaphylos manzanita,
2526,3,8,species,Large gray willow,Salix cinerea,
407,3,8,species,Klamath plum,Prunus subcordata,
4639,3,9,subspecies,Loquat,Eriobotrya japonica 'Christmas',
2162,3,8,species,Thatch screwpine,Pandanus tectorius,
139,3,8,species,Limber pine,Pinus flexilis,
1024,3,8,species,River red gum,Eucalyptus camaldulensis,
341,3,8,species,Downy hawthorn,Crataegus mollis,
3741,3,9,subspecies,Eastern red-cedar,Juniperus virginiana 'Hetz',
855,3,6,genus,Gumweed,Grindelia,
2455,3,8,species,Viper's bowstring hemp,Sansevieria trifasciata,
299,3,8,species,Norfolk island pine,Araucaria heterophylla,
1045,3,8,species,Lemon-scented gum,Corymbia citriodora,
1882,3,9,subspecies,Thundercloud cherry plum,Prunus cerasifera 'Thundercloud',
1035,3,8,species,Lodgepole pine,Pinus contorta,
1933,3,6,genus,Larch,Larix,
633,3,8,species,Siberian peashrub,Caragana arborescens,
3161,3,8,species,New Zealand green-lipped mussel,Perna canaliculus,
732,3,8,species,Eggplant,Solanum melongena,
2328,3,8,species,Japanese tree lilac,Syringa reticulata,
1830,3,8,species,Common rue,Ruta graveolens,
3901,3,8,species,Roseleaf bramble,Rubus rosifolius,Rubus rosaefolius
2035,3,8,species,Brisban golden wattle,Acacia fimbriata,
1141,3,8,species,Tangelo,Citrus x tangelo,
2063,3,8,species,Native ginger,Alpinia caerulea,
2041,3,8,species,Nara melon,Acanthosicyos horridus,
1364,3,8,species,Sacred lotus,Nelumbo nucifera,
3045,3,8,species,Oiti,Licania tomentosa,
2078,3,8,species,Mediterranean saltbush,Atriplex halimus,
2099,3,8,species,Black hickory,Carya texana,
5096,3,6,genus,Cereus cactus,Cereus,
1032,3,8,species,Red flowering gum,Corymbia ficifolia,Eucalyptus ficifolia
378,3,8,species,Dwarf fan palm,Chamaerops humilis,
905,3,8,species,Opium poppie,Papaver somniferum,
725,3,8,species,Açaí palm,Euterpe oleracea,
1314,3,8,species,Giraffe thorn,Acacia erioloba,
2218,3,8,species,Wild thyme,Thymus drucei,
504,3,8,species,Wild goose plum,Prunus rivularis,Prunus munsoniana
7468,3,8,species,charlock mustard,Sinapsis arvensis,
866,3,9,subspecies,Black-eyed pea,Vigna unguiculata subsp. unguiculata,
532,3,8,species,Water pepper,Persicaria hydropiper,Polygonum hydropiper
264,3,5,family,Palm,Arecaceae,
830,3,8,species,Blue quandong,Elaeocarpus angustifolius,Elaeocarpus grandis
2327,3,8,species,Japanese pagoda tree,Styphnolobium japonicum,Sophora japonica
2133,3,8,species,Shortleaf fig,Ficus citrifolia,Ficus laevigata
3881,3,8,species,Birch-leaved pear,Pyrus betulaefolia,Pyrus betulifolia
906,3,8,species,Russian sage,Perovskia atriplicifolia,
513,3,6,genus,Flax lily,Dianella,
7306,3,8,species,Siberian miner's lettuce,Claytonia sibirica,
2759,3,0,polyphyletic,Oyster,Bivalvia,
6376,3,8,species,wineberry,Aristotelia serrata,
2982,3,8,species,Paraná pine,Araucaria angustifolia,
6073,3,9,subspecies,Apple,Malus pumila 'Chivers Delight',
1293,3,8,species,Foothill palo verde,Parkinsonia microphylla,
548,3,8,species,Chinese hawthorn,Crataegus pinnatifida,
2318,3,8,species,Common aspen,Populus tremula,
2815,3,8,species,Moneywort,Lysimachia nummularia,
5889,3,8,species,terebinth,Pistacia terebinthus,
469,3,8,species,Governor's plum,Flacourtia indica,
327,3,8,species,Mulga acacia,Acacia aneura,
6380,3,5,family,grass,Poaceae,Gramineae
5719,3,9,subspecies,Banana,Musa acuminata x balbisiana 'Goldfinger',Musa x paradisiaca 'Goldfinger'
5736,3,9,subspecies,Mango,Mangifera indica 'Sweet Tart',
5752,3,9,subspecies,Mandarin,Citrus reticulata 'Pixie',Citrus tangerina 'Pixie'
733,3,8,species,Scarlet firethorn,Pyracantha coccinea,
5537,3,8,species,common yabby,Cherax destructor,
4234,3,9,subspecies,Evans cherry,Prunus cerasus 'Evans',Prunus cerasus 'Bali'
